変更後パス名,変更前パス名,モジュール名,種類,新規ステップ数,修正元ステップ数,修正ステップ数,流用ステップ数,削除ステップ数
"..\\workspace\J2STD\SRC\REMOTE\serialif.c","..\\workspace\J2STD\SRC\REMOTE\serialif.c","void m_serialRecvDataSync",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\REMOTE\serialif.c","..\\workspace\J2STD\SRC\REMOTE\serialif.c","void m_serialSendDataSync",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_lcl.h","..\\workspace\J2STD\SRC\REMOTE\serialif_lcl.h","モジュール外",h,0,0,0,83,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","モジュール外",c,0,0,0,40,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","void s_msgQInitRTP",c,0,0,0,18,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","int s_msgQSendRTP",c,0,0,0,23,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","int s_msgQReceiveRTP",c,0,0,0,19,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","int serial_rtp_use",c,0,0,0,16,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","int serial_rtp_disable",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","int serial_rtp_is_enable",c,0,0,0,10,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp.c","void m_clockToRTP",c,0,0,0,24,0
"..\\workspace\J2STD\SRC\REMOTE\serialif_rtp_lcl.h","..\\workspace\J2STD\SRC\REMOTE\serialif_rtp_lcl.h","モジュール外",h,0,0,0,29,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","モジュール外",c,0,0,0,39,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","void m_syncTim_init",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","int p_synctimtask",c,0,0,0,21,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","int syncTim",c,0,0,0,44,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","int updateTim",c,0,0,0,31,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","void getSumTime",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","double getDiffTime",c,0,0,0,13,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","int m_TimeSyncReq",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","long m_GetTimeSyncAns",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","void m_SysTimeDisp",c,0,0,0,15,0
"..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","..\\workspace\J2STD\SRC\SNTP\synctimtsk.c","int m_GetAcuPceSyncTimeMsgStat",c,0,0,0,15,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","モジュール外",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void m_escape_zero_div",c,0,0,0,36,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void dataLoad",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void dataSave",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void dataStore",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void dataSaveUsrdefParam",c,0,0,0,5,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void dataStoreUsrdefParam",c,0,0,0,5,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void dataRestore",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void dataLoadNow",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void dataRestoreNow",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void trkgFreqParamUpd",c,0,0,0,5,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void trkgFreqDataLoadNow",c,0,0,0,3,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","..\\workspace\J2STD\SRC\SYSDATA\sysdataref.c","void trkgFreqDataRestoreNow",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\SYSDATA\sysdatatbl.c","..\\workspace\J2STD\SRC\SYSDATA\sysdatatbl.c","モジュール外",c,0,0,0,19,0
"..\\workspace\J2STD\SRC\VARIABILITY\contruction.c","..\\workspace\J2STD\SRC\VARIABILITY\contruction.c","モジュール外",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\VARIABILITY\contruction.c","..\\workspace\J2STD\SRC\VARIABILITY\contruction.c","void constructAcu",c,0,0,0,18,0
"..\\workspace\J2STD\SRC\VARIABILITY\nullfunc.c","..\\workspace\J2STD\SRC\VARIABILITY\nullfunc.c","モジュール外",c,0,0,0,1,0
"..\\workspace\J2STD\SRC\VARIABILITY\nullfunc.c","..\\workspace\J2STD\SRC\VARIABILITY\nullfunc.c","void nullFuncImpl",c,0,0,0,1,0
"..\\workspace\J2STD\SRC\VARIABILITY\variability.c","..\\workspace\J2STD\SRC\VARIABILITY\variability.c","モジュール外",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\VARIABILITY\variability.c","..\\workspace\J2STD\SRC\VARIABILITY\variability.c","G_VARIABILITY* getVariability",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\VARIABILITY\variability.c","..\\workspace\J2STD\SRC\VARIABILITY\variability.c","void setVariability",c,0,0,0,6,0
"..\\workspace\J2STD\SRC\VARIABILITY\variability_lcl.h","..\\workspace\J2STD\SRC\VARIABILITY\variability_lcl.h","モジュール外",h,0,0,0,0,0
"..\\workspace\J2STD\SRC\VERSION\version.c","..\\workspace\J2STD\SRC\VERSION\version.c","モジュール外",c,0,0,0,2,0
"..\\workspace\J2STD\SRC\VERSION\version.c","..\\workspace\J2STD\SRC\VERSION\version.c","void J2StdVer",c,0,0,0,4,0
"..\\workspace\J2STD\SWTEST\swtest.h","..\\workspace\J2STD\SWTEST\swtest.h","モジュール外",h,0,0,0,4,0
"..\\workspace\OPIFDRV\PUBLIC\opif_ctbl.h","..\\workspace\OPIFDRV\PUBLIC\opif_ctbl.h","モジュール外",h,0,0,0,262,0
"..\\workspace\OPIFDRV\PUBLIC\opif_driver.h","..\\workspace\OPIFDRV\PUBLIC\opif_driver.h","モジュール外",h,0,0,0,42,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","モジュール外",c,0,0,0,32,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","int opifDrv_sendEmgcy",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setSwCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setSwclCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setLedCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setGpmCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setAxisCstr",c,0,0,0,7,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setDrmCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setAlmCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setStsCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setMonCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setDtiCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setDsrvCstr",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_setAsrvCstr",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void opifDrv_createADPTMsg",c,0,0,0,4,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void setAllCstr",c,0,0,0,33,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","int analyzeCommand",c,0,0,0,36,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","LOCAL int s_splitCmdMsg",c,0,0,0,64,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","LOCAL int s_execTransaction",c,0,0,0,18,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.c","..\\workspace\OPIFDRV\SRC\opif_cmd.c","void reqMsgPoolClear",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_cmd.h","..\\workspace\OPIFDRV\SRC\opif_cmd.h","モジュール外",h,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_fmt.h","..\\workspace\OPIFDRV\SRC\opif_fmt.h","モジュール外",h,0,0,0,141,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","モジュール外",c,0,0,0,40,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","int opifDrv_run",c,0,0,0,29,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","void opifDrv_setPriority",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","int opifDrv_getStatus",c,0,0,0,4,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","void p_opifDrv",c,0,0,0,13,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","LOCAL int s_initialize",c,0,0,0,15,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","LOCAL int s_connectOPIF",c,0,0,0,69,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","void closeConnect",c,0,0,0,9,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","LOCAL int s_chkReceivable",c,0,0,0,16,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","int sendEmgcyMsg",c,0,0,0,11,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","LOCAL void s_sendMsg",c,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","void pushMsgToSendQueue",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_main.c","..\\workspace\OPIFDRV\SRC\opif_main.c","void pushMsgToCstrQueue",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","モジュール外",c,0,0,0,17,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createSwCstrMsg",c,0,0,0,17,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createSwclCstrMsg",c,0,0,0,13,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createLedCstrMsg",c,0,0,0,15,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createGpmCstrMsg",c,0,0,0,14,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createAxnumCstrMsg",c,0,0,0,10,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createAxCstrMsg",c,0,0,0,22,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createDrmCstrMsg",c,0,0,0,16,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createAlmCstrMsg",c,0,0,0,16,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createStsCstrMsg",c,0,0,0,16,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createMonCstrMsg",c,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createDtiCstrMsg",c,0,0,0,25,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createDsrvCstrMsg",c,0,0,0,23,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createAsrvCstrMsg",c,0,0,0,22,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createADPTMsg",c,0,0,0,8,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createSEQMsg",c,0,0,0,8,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execKeyFunc",c,0,0,0,46,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execLedFunc",c,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execGpmFunc",c,0,0,0,21,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execAxisFunc",c,0,0,0,54,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execDrmFunc",c,0,0,0,37,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execSlewFunc",c,0,0,0,27,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execAlmFunc",c,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execAlmAll",c,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execStsFunc",c,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execStsAll",c,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execMonFunc",c,0,0,0,20,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execDtiFunc",c,0,0,0,40,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execDsrvFunc",c,0,0,0,57,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int execAsrvFunc",c,0,0,0,38,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int createAllCstrMsg",c,0,0,0,31,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createFlagIdMsg",c,0,0,0,10,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createValueIdMsg",c,0,0,0,10,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createStrIdMsg",c,0,0,0,12,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createFlagAllMsg",c,0,0,0,10,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createSlewMsg_allowType",c,0,0,0,9,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void createSlewMsg_instructType",c,0,0,0,9,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","int createEmgcyMsg",c,0,0,0,14,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","short toLength",c,0,0,0,7,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void lengthToHex",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","double toValue",c,0,0,0,7,0
"..\\workspace\OPIFDRV\SRC\opif_msg.c","..\\workspace\OPIFDRV\SRC\opif_msg.c","void valueToHex",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_msg.h","..\\workspace\OPIFDRV\SRC\opif_msg.h","モジュール外",h,0,0,0,56,0
"..\\workspace\OPIFDRV\SRC\opif_runpls.c","..\\workspace\OPIFDRV\SRC\opif_runpls.c","モジュール外",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_runpls.c","..\\workspace\OPIFDRV\SRC\opif_runpls.c","void opifDrv_setRunningFunc",c,0,0,0,5,0
"..\\workspace\OPIFDRV\SRC\opif_runpls.c","..\\workspace\OPIFDRV\SRC\opif_runpls.c","void runpulseOn",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_runpls.c","..\\workspace\OPIFDRV\SRC\opif_runpls.c","void runpulseOff",c,0,0,0,6,0
"..\\workspace\OPIFDRV\SRC\opif_version.c","..\\workspace\OPIFDRV\SRC\opif_version.c","モジュール外",c,0,0,0,1,0
"..\\workspace\OPIFDRV\SRC\opif_version.c","..\\workspace\OPIFDRV\SRC\opif_version.c","void OpifDriverVer",c,0,0,0,4,0
"..\\workspace\OSWRAP\PUBLIC\clogmsg.h","..\\workspace\OSWRAP\PUBLIC\clogmsg.h","モジュール外",h,0,0,0,30,0
"..\\workspace\OSWRAP\PUBLIC\memmon.h","..\\workspace\OSWRAP\PUBLIC\memmon.h","モジュール外",h,0,0,0,21,0
"..\\workspace\OSWRAP\PUBLIC\system_call.h","..\\workspace\OSWRAP\PUBLIC\system_call.h","モジュール外",h,0,0,0,152,0
"..\\workspace\OSWRAP\PUBLIC\taskcontrol.h","..\\workspace\OSWRAP\PUBLIC\taskcontrol.h","モジュール外",h,0,0,0,5,0
"..\\workspace\OSWRAP\PUBLIC\xbdservice.h","..\\workspace\OSWRAP\PUBLIC\xbdservice.h","モジュール外",h,0,0,0,3,0
"..\\workspace\OSWRAP\SRC\clogmsg.c","..\\workspace\OSWRAP\SRC\clogmsg.c","モジュール外",c,0,0,0,14,0
"..\\workspace\OSWRAP\SRC\clogmsg.c","..\\workspace\OSWRAP\SRC\clogmsg.c","void clogMsg",c,0,0,0,56,0
"..\\workspace\OSWRAP\SRC\clogmsg.c","..\\workspace\OSWRAP\SRC\clogmsg.c","void clogInit",c,0,0,0,5,0
"..\\workspace\OSWRAP\SRC\clogmsg.c","..\\workspace\OSWRAP\SRC\clogmsg.c","void clogSetLevel",c,0,0,0,5,0
"..\\workspace\OSWRAP\SRC\clogmsg.c","..\\workspace\OSWRAP\SRC\clogmsg.c","void clogPriority",c,0,0,0,7,0
"..\\workspace\OSWRAP\SRC\clogmsg.c","..\\workspace\OSWRAP\SRC\clogmsg.c","void clogSevereHook",c,0,0,0,6,0
"..\\workspace\OSWRAP\SRC\clogmsg.c","..\\workspace\OSWRAP\SRC\clogmsg.c","void timespec2asc",c,0,0,0,25,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","モジュール外",c,0,0,0,33,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","float i2f",c,0,0,0,9,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","float i2fS",c,0,0,0,16,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","UINT32 f2i",c,0,0,0,9,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","UINT32 f2iS",c,0,0,0,16,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","double i2d",c,0,0,0,9,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","double i2dS",c,0,0,0,16,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","UINT64 d2i",c,0,0,0,9,0
"..\\workspace\OSWRAP\SRC\hexfloat.c","..\\workspace\OSWRAP\SRC\hexfloat.c","UINT64 d2iS",c,0,0,0,16,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","モジュール外",c,0,0,0,163,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int dd",c,0,0,0,25,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int df",c,0,0,0,28,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int swapd",c,0,0,0,25,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int swapdf",c,0,0,0,28,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int dspd",c,0,0,0,12,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int dspdf",c,0,0,0,25,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int mm",c,0,0,0,25,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int mf",c,0,0,0,28,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int swapm",c,0,0,0,25,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int swapmf",c,0,0,0,28,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int dspm",c,0,0,0,12,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int dspmf",c,0,0,0,25,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int memDump",c,0,0,0,71,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int memModify",c,0,0,0,91,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int getWidth",c,0,0,0,27,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","void printValue",c,0,0,0,35,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","void sscanValue",c,0,0,0,36,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","void swapData",c,0,0,0,13,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int setDspMemmonRequest",c,0,0,0,45,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","enum e_act getDspMemmonRequest",c,0,0,0,19,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","void setDspMemmonAnswer",c,0,0,0,20,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int dsp2d",c,0,0,0,12,0
"..\\workspace\OSWRAP\SRC\memmon.c","..\\workspace\OSWRAP\SRC\memmon.c","int dsp2df",c,0,0,0,25,0
